Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
08/26/2020,388,3,34,48,126,82,44,44,23,12,9,0,196,191,1,198,6,43,103,17,21,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,4,3,3,8,5,5,5,0,20,14,0,16,1,6,6,4,1
08/15/2022,712,1,39,95,112,129,125,105,65,49,32,0,416,293,3,191,34,195,150,25,117,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,3,5,0,5,3,9,9,0,23,16,0,9,1,21,8,0,0
08/05/2020,378,4,20,44,114,83,54,33,32,14,4,0,184,192,2,181,4,85,78,13,17,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,2,0,2,4,5,3,4,0,11,9,0,5,0,10,4,0,1
12/24/2021,3928,17,183,632,958,842,606,478,245,105,62,0,2140,1777,11,611,126,1313,924,419,535,0,0,0,1,0,6,2,8,0,8,9,0,4,3,6,4,0,0,15,20,15,24,25,34,26,24,0,93,90,0,25,2,116,32,4,4
04/14/2022,549,1,10,54,192,116,73,61,32,14,7,0,320,223,6,76,64,76,224,19,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2,2,3,0,5,5,0,0,0,3,7,0,0
04/22/2022,689,0,15,152,129,148,98,65,48,33,16,0,397,290,2,141,67,98,238,47,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,2,3,2,0,11,4,0,3,1,5,5,1,0
03/18/2021,423,3,36,55,168,78,53,39,22,3,5,0,203,218,2,86,15,94,176,15,37,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,5,5,12,2,1,0,18,18,0,4,2,17,10,3,0
02/23/2021,311,12,18,31,88,63,37,48,25,12,7,0,153,158,0,95,16,71,93,8,28,0,0,0,1,2,2,4,3,0,5,7,0,3,0,5,4,0,0,0,3,1,3,4,2,3,2,0,12,6,0,2,1,8,6,1,0
03/15/2021,368,6,33,43,109,69,63,30,34,12,8,0,201,167,0,96,25,87,112,19,29,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,1,3,2,3,4,11,4,5,0,23,10,0,8,3,11,6,3,2
05/12/2022,1489,1,29,353,292,293,199,170,88,66,28,0,844,638,7,279,145,306,456,77,226,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,2,4,3,0,4,13,0,9,20,0,8,2,9,8,2,0
12/17/2021,3651,9,120,609,1127,878,457,307,162,72,39,0,1994,1645,12,464,128,1147,1025,257,630,0,0,2,0,4,1,2,0,0,5,4,0,1,0,6,2,0,0,8,15,14,6,15,26,24,12,0,56,64,0,22,3,67,25,2,1
12/02/2021,1057,8,65,229,246,212,135,116,70,30,19,0,571,484,2,187,23,257,313,99,178,0,0,0,0,0,4,3,1,0,4,4,0,2,0,6,0,0,0,0,9,6,9,8,11,13,9,0,40,25,0,14,0,33,16,1,1
12/15/2021,3590,10,103,625,1195,872,424,253,128,62,31,0,1960,1621,9,493,128,991,1085,229,664,0,0,0,1,1,1,3,4,0,6,4,0,2,0,2,6,0,0,3,11,13,9,17,22,15,13,0,50,53,0,15,2,54,27,5,0
09/13/2020,123,3,26,12,37,30,19,13,9,3,0,0,61,62,0,43,3,16,46,5,10,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,5,2,2,0,14,12,0,11,0,4,10,1,0
04/02/2020,436,15,170,2,58,69,85,91,58,40,33,0,210,226,0,94,13,234,63,12,20,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,28,21,0,72,98,0,39,4,97,22,8,0
02/08/2022,570,9,30,167,118,84,70,51,42,24,14,0,292,274,4,111,41,91,199,33,95,0,1,0,0,1,4,0,3,0,5,4,0,3,0,5,1,0,0,1,1,4,2,6,2,5,9,0,12,18,0,7,4,11,7,0,1
03/24/2020,350,2,119,1,59,67,58,56,61,34,14,0,158,192,0,63,15,158,85,9,20,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,10,14,29,27,21,14,0,48,71,0,22,0,75,16,5,1
04/27/2022,888,0,19,196,226,196,104,67,59,24,16,0,537,345,6,147,86,141,311,57,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,6,3,1,0,9,10,0,2,0,9,8,0,0
04/23/2021,531,7,51,93,129,99,82,62,40,16,10,0,289,242,0,136,31,194,96,13,61,0,0,1,0,3,0,3,0,0,2,5,0,1,2,3,1,0,0,2,2,11,6,7,10,8,5,0,24,27,0,11,0,33,5,1,1
05/06/2020,968,44,133,55,187,159,213,170,93,53,38,0,483,484,1,542,16,177,121,24,88,0,0,1,3,5,11,10,14,0,14,30,0,13,5,14,12,0,0,2,1,10,22,24,30,23,21,0,61,72,0,48,1,51,25,8,0
07/06/2020,282,5,31,23,79,66,41,35,21,11,6,0,150,129,3,97,10,80,53,4,38,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,5,5,3,0,17,14,0,7,1,16,6,0,1
11/05/2021,472,3,29,112,103,98,71,44,22,12,10,0,241,230,1,67,7,109,160,33,96,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,0,3,4,4,6,7,3,2,0,17,12,0,5,0,13,9,0,2
05/08/2020,921,43,98,52,168,191,196,154,82,44,34,0,453,466,2,508,19,158,98,36,102,0,0,0,1,4,12,12,14,0,21,22,0,15,0,15,13,0,0,0,7,8,9,19,19,13,23,0,47,51,0,41,3,36,12,3,3
12/22/2021,7513,18,155,997,2295,1850,1051,685,407,142,86,0,4186,3295,32,1112,238,2114,2146,659,1244,0,0,1,0,1,3,4,9,0,10,8,0,2,0,10,6,0,0,12,17,23,20,21,23,18,21,0,82,73,0,25,2,90,31,4,3
03/11/2020,13,0,7,0,4,1,3,3,2,0,0,0,4,9,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,4,3,0,1,0,5,1,0,0
08/09/2022,785,1,57,102,156,146,144,81,64,57,35,0,465,318,2,216,42,211,165,27,124,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,6,5,7,4,10,14,6,5,0,35,22,0,12,1,25,13,5,1
10/02/2021,237,4,24,52,39,48,31,37,19,8,3,0,122,115,0,31,10,73,73,26,24,0,0,0,0,0,1,1,2,0,2,2,0,0,0,3,1,0,0,0,4,4,1,5,5,5,0,0,12,12,0,5,0,13,6,0,0
10/28/2020,1736,9,91,213,461,402,288,192,109,50,21,0,906,824,6,738,45,273,420,70,190,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,36,28,3,1
06/07/2020,110,20,31,3,29,30,16,13,8,7,4,0,53,57,0,49,4,29,11,3,14,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,4,5,0,0,18,13,0,16,2,11,1,1,0
06/23/2020,234,9,26,12,72,43,37,27,17,17,9,0,117,116,1,101,8,46,58,4,17,0,0,0,0,0,3,2,4,0,4,5,0,3,0,5,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,11,0,9,4,1,1
03/04/2020,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
03/05/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,3,0,0,0,3,3,0,0
08/10/2022,758,1,34,104,153,121,96,126,71,54,33,0,424,330,4,182,43,199,173,28,133,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,4,4,0,4,4,10,5,0,21,13,0,10,1,14,8,1,0
02/18/2022,281,4,19,44,85,64,34,22,20,9,3,0,142,138,1,49,26,44,100,8,54,0,0,0,0,0,1,1,2,0,1,3,0,0,1,1,2,0,0,1,2,3,2,2,2,6,1,0,9,10,0,4,1,10,4,0,0
07/28/2021,348,3,28,41,107,92,50,35,11,10,2,0,175,173,0,73,15,91,104,14,51,0,0,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,4,5,6,7,2,3,0,0,12,16,0,5,0,18,5,0,0
03/16/2020,77,1,14,1,13,21,18,12,7,4,1,0,36,41,0,9,6,25,30,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,3,2,1,1,0,4,10,0,1,0,10,3,0,0
10/25/2021,363,3,34,82,78,65,51,36,26,17,8,0,189,172,2,63,11,76,130,38,45,0,0,0,0,2,1,0,0,0,0,3,0,1,0,2,0,0,0,0,2,5,1,7,9,4,6,0,20,14,0,6,2,16,9,1,0
07/25/2021,141,3,13,19,43,34,18,13,6,6,2,0,78,62,1,14,9,44,48,7,19,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,2,2,2,3,1,0,6,7,0,2,0,7,3,0,1
04/13/2020,694,32,153,10,99,115,127,160,91,53,39,0,354,340,0,265,28,231,103,27,40,0,0,1,5,3,7,7,9,0,14,18,0,11,2,17,2,0,0,1,5,11,11,41,28,27,29,0,65,88,0,37,6,71,30,9,0
04/28/2022,815,1,21,157,180,164,126,70,66,39,13,0,462,343,10,149,81,118,299,44,124,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,1,0,2,4,3,7,0,13,8,0,3,0,8,9,1,0
08/22/2022,725,2,46,93,143,128,106,103,73,46,33,0,412,311,2,196,41,186,160,31,111,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,1,4,5,2,5,6,6,17,0,29,17,0,12,1,19,13,0,1
08/27/2022,352,0,35,67,60,52,53,44,32,27,17,0,215,136,1,111,28,82,69,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,6,9,9,0,20,15,0,9,1,17,8,0,0
07/08/2022,899,3,57,113,183,185,137,131,85,37,28,0,514,383,2,212,68,240,219,42,118,0,0,0,0,0,1,1,1,0,1,2,0,1,0,1,1,0,0,4,0,6,2,9,13,8,15,0,29,28,0,10,6,29,8,1,3
08/19/2020,485,5,22,58,150,90,57,71,39,13,7,0,256,228,1,216,4,93,117,25,30,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,5,0,1
07/12/2021,103,0,9,11,33,23,13,10,6,6,1,0,51,52,0,19,4,37,31,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,6,3,0,1,1,6,1,0,0
10/22/2021,306,5,17,65,51,79,35,37,23,10,6,0,153,152,1,65,11,63,99,24,44,0,0,0,0,2,0,2,1,0,3,2,0,2,0,1,2,0,0,1,1,4,0,4,2,4,1,0,10,7,0,4,0,9,2,2,0
05/27/2020,614,26,65,70,124,101,116,83,66,32,22,0,317,289,8,331,14,123,56,18,72,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,12,12,12,8,0,29,36,0,25,1,20,16,2,1
02/02/2021,647,6,47,68,159,124,103,84,64,26,19,0,316,331,0,199,31,144,187,24,62,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,5,2,7,11,8,7,5,0,25,22,0,15,2,19,9,0,2
09/04/2020,395,2,23,61,102,82,53,38,33,16,10,0,206,188,1,193,12,71,94,9,16,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,4,3,2,4,6,0,16,7,0,10,1,9,3,0,0
05/06/2022,1068,2,24,230,214,218,168,106,80,33,19,0,582,484,2,193,108,166,374,53,174,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,4,3,5,2,3,5,0,9,15,0,5,0,12,6,1,0
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,56,12,43,43,8,15,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
08/19/2021,546,5,32,83,134,157,84,39,25,17,7,0,289,256,1,107,19,129,166,15,110,0,0,0,0,0,0,1,4,0,4,1,0,0,1,3,1,0,0,0,2,8,3,9,2,7,1,0,20,12,0,5,2,18,6,1,0
06/09/2020,254,23,38,19,50,33,46,44,38,14,10,0,115,136,3,118,4,54,45,10,23,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,11,0,16,22,0,10,0,19,8,1,0
12/11/2021,872,10,74,167,216,175,129,82,60,33,10,0,463,406,3,125,32,222,260,80,153,0,0,0,4,2,1,2,1,0,2,8,0,3,0,3,4,0,0,4,9,6,12,11,13,9,10,0,31,43,0,18,1,33,20,1,1
07/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,184,138,2,142,5,79,72,8,18,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
03/01/2022,191,6,5,61,31,28,23,17,17,5,9,0,102,86,3,36,7,29,59,13,47,0,0,0,0,0,1,2,3,0,4,2,0,2,0,2,2,0,0,2,0,1,0,0,1,0,1,0,3,2,0,1,0,3,1,0,0
04/24/2022,399,0,20,74,63,97,64,49,29,15,8,0,227,170,2,73,28,48,177,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,8,0,12,8,0,3,1,9,6,0,1
12/07/2021,1157,11,72,275,253,223,154,118,78,35,19,2,600,553,4,179,26,287,308,131,226,0,0,1,1,0,2,5,2,0,3,8,0,1,2,3,5,0,0,4,4,3,11,14,14,12,10,0,43,29,0,15,1,39,12,3,2
06/20/2021,27,1,6,6,6,4,4,2,5,0,0,0,16,11,0,10,0,6,6,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,4,2,0,2,0,4,0,0,0
07/01/2021,32,2,5,5,11,8,5,1,2,0,0,0,15,17,0,7,1,8,8,2,6,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,3,2,0,0,0,5,0,0,0
05/04/2020,1121,48,127,57,217,224,244,177,109,53,40,0,564,556,1,611,31,207,119,38,115,0,1,0,0,4,10,15,18,0,23,25,0,17,2,20,9,0,0,1,10,8,14,16,26,31,21,0,56,71,0,44,9,48,16,9,1
02/04/2022,585,11,37,152,129,84,74,63,48,16,19,0,317,261,7,158,44,84,162,31,106,0,0,0,0,4,0,3,4,0,6,5,0,3,0,5,3,0,0,0,3,5,1,8,4,5,11,0,21,16,0,11,0,13,11,1,1
01/06/2021,1455,13,66,191,415,296,205,154,107,63,24,0,756,692,7,485,63,295,435,46,131,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,1,3,5,5,10,13,15,14,0,26,40,0,20,3,25,15,0,3
03/10/2021,336,10,18,52,101,67,42,41,21,7,5,0,169,167,0,106,11,55,109,15,40,0,0,0,2,1,2,3,2,0,4,6,0,2,1,3,3,0,1,0,3,0,1,3,4,4,3,0,10,8,0,6,1,7,2,2,0
01/03/2021,659,20,67,74,183,132,82,77,62,31,18,0,332,326,1,165,38,126,233,25,72,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,6,1,9,7,14,17,12,0,30,37,0,20,4,28,15,0,0
08/20/2020,422,3,24,48,120,85,64,58,33,10,4,0,235,186,1,183,8,73,114,14,30,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,2,1,0,13,11,0,11,1,4,7,1,0
04/23/2020,1466,36,167,32,192,206,223,240,245,161,167,0,780,684,2,545,24,502,200,63,132,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,14,22,26,39,31,28,0,79,88,0,61,6,57,31,10,2
02/01/2022,792,13,44,212,123,158,103,76,59,44,17,0,430,355,7,188,49,124,237,34,160,0,0,2,0,1,4,3,3,0,4,9,0,4,1,6,2,0,0,1,1,5,2,3,12,16,4,0,21,23,0,12,1,19,9,0,3
03/06/2021,220,2,30,29,57,50,26,21,22,8,7,0,109,111,0,86,12,44,46,15,17,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,5,4,4,5,6,6,0,12,18,0,6,1,14,6,3,0
08/27/2021,540,3,38,95,151,108,71,52,38,14,11,0,288,252,0,124,11,155,157,13,80,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,4,3,5,5,10,4,7,0,20,18,0,8,0,19,9,1,1
04/04/2021,307,5,41,45,70,68,60,35,16,8,5,0,154,152,1,76,22,83,94,8,24,0,0,0,1,2,0,1,1,0,1,4,0,1,0,3,1,0,0,0,3,10,6,7,6,3,6,0,25,16,0,9,2,25,5,0,0
03/07/2022,169,3,11,33,36,26,24,15,20,8,7,0,90,76,3,28,13,33,48,9,38,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,1,0,0,1,1,1,0,1,2,2,3,0,4,7,0,4,0,4,3,0,0
01/07/2022,4830,34,229,895,1027,848,692,613,413,219,122,1,2665,2156,9,1071,244,974,1186,284,1071,0,0,0,0,2,9,8,15,0,17,17,0,6,0,17,10,1,0,7,17,21,19,31,52,46,36,0,111,117,1,47,6,110,58,5,3
09/06/2022,631,0,,129,103,96,93,103,42,43,22,0,362,263,6,151,38,160,151,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
12/27/2020,612,24,90,49,139,114,84,94,69,37,26,0,327,280,5,161,29,111,220,31,60,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,4,6,25,17,17,18,0,42,48,0,21,3,41,21,1,3
12/03/2020,2070,30,117,235,520,406,317,308,157,80,47,0,1095,972,3,847,71,401,436,81,234,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,39,4,45,25,3,1
04/08/2021,860,6,66,146,243,191,124,86,52,11,7,0,456,404,0,255,36,235,247,24,63,0,0,0,2,0,0,2,2,0,3,3,0,1,0,3,1,0,1,2,2,6,7,20,19,6,4,0,32,34,0,14,2,38,9,1,2
01/04/2021,1878,10,88,230,475,388,304,226,137,71,47,0,988,881,9,734,76,329,478,77,184,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,14,17,18,20,0,43,45,0,30,4,38,15,1,0
04/02/2022,206,0,9,37,43,49,34,20,12,11,0,0,116,87,3,15,20,19,97,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,1,0,5,4,0,2,0,5,2,0,0
10/26/2021,343,3,18,91,62,70,45,39,24,8,4,0,180,162,1,68,11,91,106,24,43,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,1,4,3,3,2,3,1,0,9,9,0,3,0,9,5,0,1
10/18/2021,353,1,25,95,64,60,57,41,23,7,6,0,184,168,1,73,16,80,112,21,51,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,5,3,8,4,2,0,15,10,0,7,0,11,4,2,1
06/25/2022,521,1,32,68,100,85,91,70,64,28,15,0,291,219,11,108,39,124,141,21,88,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,4,0,3,5,6,2,7,0,17,15,0,6,1,16,9,0,0
11/27/2021,554,4,34,110,117,124,85,52,40,17,9,0,286,266,2,84,13,104,212,51,90,0,0,1,0,0,0,1,2,0,0,4,0,0,0,1,3,0,0,0,3,4,1,4,11,7,4,0,17,17,0,9,4,12,9,0,0
01/26/2022,1234,23,61,346,253,208,157,100,83,45,42,0,655,568,11,285,63,210,370,65,241,0,0,0,1,2,4,5,11,0,12,11,0,4,0,11,8,0,0,1,1,5,5,8,11,12,18,0,31,30,0,16,3,15,26,0,1
01/23/2021,588,9,55,71,120,135,86,80,53,30,13,0,304,284,0,215,30,110,152,28,53,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,2,6,2,2,15,18,10,0,31,24,0,17,2,26,7,2,1
01/25/2021,857,11,66,102,199,171,130,106,97,32,20,0,457,399,1,320,31,170,213,31,92,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,4,3,14,17,13,10,0,33,33,0,14,1,28,19,3,1
10/20/2020,1196,5,56,159,309,230,199,141,88,48,22,0,605,591,0,532,39,157,328,26,114,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,17,1,18,18,2,0
10/17/2021,200,10,11,38,42,49,25,18,12,10,6,0,116,84,0,31,12,33,90,15,19,0,0,1,1,0,1,4,3,0,3,7,0,1,1,5,3,0,0,0,3,1,0,3,2,0,2,0,8,3,0,2,0,6,3,0,0
04/01/2022,321,0,6,56,79,81,38,29,28,4,6,0,173,142,6,36,27,35,158,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,2,4,0,0,0,3,3,0,0
11/14/2020,1400,16,104,168,320,277,239,173,126,76,21,0,713,686,1,441,56,246,413,62,182,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,4,6,14,20,17,28,12,0,48,56,0,35,2,34,27,5,1
04/25/2022,937,0,21,213,194,202,111,99,64,31,23,0,519,410,8,155,81,138,350,66,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,3,3,5,0,12,9,0,7,0,5,9,0,0
11/18/2020,2326,17,120,290,567,452,387,295,196,98,41,0,1181,1137,8,847,63,465,548,88,315,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,7,5,10,23,18,28,27,0,56,64,0,36,6,49,25,4,0
12/09/2020,1757,28,112,194,433,333,292,220,178,75,32,0,941,809,7,715,65,363,354,62,198,0,1,0,1,2,9,8,7,0,11,17,0,9,1,9,9,0,0,4,9,2,11,19,23,23,21,0,56,56,0,27,5,51,22,6,1
05/23/2020,328,30,91,31,63,58,54,54,35,19,14,0,178,150,0,145,9,86,37,12,39,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
01/24/2021,338,16,47,34,81,71,46,43,30,23,10,0,170,168,0,74,18,65,134,12,35,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,12,12,7,0,23,24,0,9,4,20,9,3,2
09/18/2020,356,4,21,41,101,74,44,45,34,8,9,0,163,193,0,159,16,53,91,16,21,0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,1,0,0,0,0,1,1,3,3,7,6,0,10,11,0,1,1,9,10,0,0
08/31/2021,529,7,45,106,121,102,81,57,32,20,10,0,282,246,1,129,23,139,149,17,72,0,0,0,0,1,3,1,2,0,3,4,0,1,0,5,1,0,0,1,5,8,10,6,7,4,4,0,26,19,0,14,1,21,8,0,1
05/22/2021,130,5,36,27,37,15,13,19,10,8,1,0,68,62,0,35,1,55,22,6,11,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,4,10,7,5,4,1,0,19,17,0,7,0,21,6,1,1
05/31/2022,1666,1,43,383,300,328,220,186,144,66,39,0,961,695,10,362,124,331,515,87,247,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,4,2,6,8,4,15,0,23,20,0,5,2,19,15,2,0
03/03/2021,336,5,24,46,90,72,56,29,25,14,4,0,160,176,0,86,21,76,103,29,21,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,8,5,2,0,15,9,0,2,0,13,9,0,0
11/22/2021,782,3,45,189,151,155,112,77,55,22,20,1,403,374,5,139,21,188,230,58,146,0,0,0,0,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,3,7,3,6,10,10,6,0,22,23,0,8,0,19,13,3,2
10/23/2020,1016,4,65,126,251,188,173,134,90,37,16,1,543,468,5,315,33,208,321,37,102,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,11,5,0,33,32,0,17,2,22,21,0,3
08/28/2022,318,2,38,57,53,65,41,36,28,19,19,0,192,124,2,92,11,81,89,11,34,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,3,1,3,4,3,5,8,11,0,23,15,0,4,0,16,14,3,1
09/17/2021,439,5,40,94,92,96,61,41,30,12,13,0,244,195,0,72,16,118,148,34,51,0,0,0,1,1,2,0,1,0,4,1,0,1,1,3,0,0,0,1,2,6,8,8,3,4,8,0,23,17,0,5,0,25,8,1,1
03/09/2022,169,3,10,51,28,34,18,19,12,6,1,0,89,73,7,27,10,38,58,6,30,0,0,0,1,0,1,1,0,0,2,1,0,1,0,1,1,0,0,1,1,1,1,2,3,1,0,0,8,2,0,2,1,5,2,0,0
12/10/2020,1704,19,116,227,365,328,281,230,161,64,48,0,904,791,9,738,61,306,353,60,186,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,11,12,17,19,22,19,0,59,57,0,34,1,50,26,2,3
07/16/2021,155,1,9,23,42,48,14,18,6,3,1,0,79,75,1,24,8,42,55,0,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,3,0,1,0,5,4,0,2,0,7,0,0,0
11/20/2020,2300,32,124,328,528,432,371,267,192,109,73,0,1196,1101,3,857,72,394,544,85,348,0,0,0,5,2,8,3,14,0,16,16,0,14,1,10,7,0,0,6,3,5,21,20,29,19,21,0,68,55,1,28,5,59,26,5,1
06/04/2022,594,1,35,99,134,126,73,71,45,26,20,0,319,275,0,142,61,105,175,33,78,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,3,4,5,2,6,8,0,17,18,0,7,2,12,9,2,3
